group,models,policy,n_seeds,n_decidable_mean,decidable_share_mean,acc_full_mean,acc_full_std,acc_decidable_mean,acc_decidable_std,decidable_lift_pp_mean,decidable_lift_pp_std,router_disagrees_share_mean,router_correct_when_disagrees_mean
mistral_qwen,"mistral_nemo,qwen_30b",random_forest_router,30,60.93333333333333,0.3093062605752961,0.7725888324873097,0.024340672356266798,0.4603410001376307,0.03886057011697136,-41.194982218697376,6.248950973425151,0.6939086294416243,0.7268955003268758
mistral_qwen,"mistral_nemo,qwen_30b",tfidf_linear_svm_router,30,60.93333333333333,0.3093062605752961,0.7338409475465313,0.026650649158544416,0.33621576441546436,0.04917721312899301,-53.607505790914004,6.80063167485661,0.7724196277495771,0.6850020115487945
mistral_qwen,"mistral_nemo,qwen_30b",tfidf_logistic_router,30,60.93333333333333,0.3093062605752961,0.7666666666666667,0.023030841991514634,0.44173876029414827,0.051769439198665695,-43.05520620304561,7.105030310381095,0.6766497461928934,0.7096139340081952
mistral_qwen,"mistral_nemo,qwen_30b",tfidf_mlp_router,30,60.93333333333333,0.3093062605752961,0.7152284263959391,0.029186104866853302,0.2758681366405518,0.053348215082732436,-59.64226856840526,8.041953118620654,0.8365482233502538,0.6805108841652647
qwen_llama,"qwen_30b,llama_70b",always_llama_70b,8,21.25,0.10786802030456852,0.907994923857868,0.019834571278619095,0.5713523391812866,0.027729244634985828,0.0,0.0,0.0,
qwen_llama,"qwen_30b,llama_70b",always_qwen_30b,22,18.454545454545453,0.09367789570835257,0.9023996308260268,0.017718559462575095,0.562828846654487,0.05983568100817954,0.0,0.0,0.0,
qwen_llama,"qwen_30b,llama_70b",decision_tree_router,30,19.2,0.09746192893401015,0.900507614213198,0.02349365021186735,0.5343711374529228,0.11641333707721362,-3.0730640542044063,12.613214378809854,0.3883248730964467,0.8514820803136203
qwen_llama,"qwen_30b,llama_70b",extra_trees_router,30,19.2,0.09746192893401015,0.8959390862944162,0.022808578763979286,0.48948846657489586,0.10672428007805776,-7.561331142007098,11.936113421216064,0.3311336717428088,0.8000218048050917
qwen_llama,"qwen_30b,llama_70b",knn_router,30,19.2,0.09746192893401015,0.8998307952622674,0.019129917511367396,0.5270471970982807,0.0801283005499378,-3.8054580896686163,6.972902631655839,0.26666666666666666,0.8927664974619289
qwen_llama,"qwen_30b,llama_70b",linear_svm_router,30,19.2,0.09746192893401015,0.8979695431472081,0.021050114331250175,0.5084132895827943,0.07459556581976842,-5.6688488412172635,9.210356018721594,0.350253807106599,0.8350694906622087
qwen_llama,"qwen_30b,llama_70b",logistic_router,30,19.2,0.09746192893401015,0.8957698815566836,0.02213575851060171,0.48375709447071674,0.064247613682916,-8.13446835242501,8.578644299094181,0.35465313028764806,0.8216598207507906
qwen_llama,"qwen_30b,llama_70b",mlp_router,30,19.2,0.09746192893401015,0.899492385786802,0.02040932194127446,0.5254672307683144,0.08538451050993355,-3.9634547226652495,7.445859193538142,0.2763113367174281,0.7851617082543249
qwen_llama,"qwen_30b,llama_70b",oracle,30,19.2,0.09746192893401015,0.9461928934010152,0.01619544745768702,1.0,0.0,43.48982220050331,5.284821241378135,0.28020304568527915,
qwen_llama,"qwen_30b,llama_70b",random_forest_router,30,19.2,0.09746192893401015,0.8962774957698816,0.021728609171713428,0.4921381526015169,0.09514779967242047,-7.2963625393449965,8.93989024881376,0.29475465313028765,0.7145773743401704
qwen_llama,"qwen_30b,llama_70b",tfidf_linear_svm_router,30,19.2,0.09746192893401015,0.899492385786802,0.019924680090198404,0.5235016621951607,0.0745736183009875,-4.160011579980621,7.188131408301963,0.27428087986463623,0.7517654563274042
qwen_llama,"qwen_30b,llama_70b",tfidf_logistic_router,30,19.2,0.09746192893401015,0.8981387478849407,0.019948449475435462,0.5072445761248651,0.08748229486485047,-5.785720187010178,8.423893789089226,0.30575296108291034,0.8116657086446012
qwen_llama,"qwen_30b,llama_70b",tfidf_mlp_router,30,19.2,0.09746192893401015,0.8993231810490694,0.01904379694977805,0.5213092620027605,0.07711514169981988,-4.37925159922064,7.372601359026491,0.2683587140439932,0.6155557504760784
triple_gemini_llama_granite,"gemini_flash,llama_70b,granite_8b",always_gemini_flash,4,35.75,0.18147208121827413,0.9022842639593909,0.019162016333174492,0.6593566317403527,0.016591255523105877,0.0,0.0,0.0,
triple_gemini_llama_granite,"gemini_flash,llama_70b,granite_8b",always_granite_8b,2,34.5,0.1751269035532995,0.8781725888324873,0.0,0.6076858108108107,0.019708212651314193,0.0,0.0,0.0,
triple_gemini_llama_granite,"gemini_flash,llama_70b,granite_8b",always_llama_70b,24,39.416666666666664,0.20008460236886635,0.8967851099830795,0.01966930914182301,0.7035543094075004,0.04444704616235773,0.0,0.0,0.0,
triple_gemini_llama_granite,"gemini_flash,llama_70b,granite_8b",decision_tree_router,30,38.6,0.19593908629441623,0.8862944162436548,0.02368199417678588,0.639153664632173,0.08367783254835927,-5.2116387846595105,9.198966362141041,0.7170896785109983,0.8773406223784191
triple_gemini_llama_granite,"gemini_flash,llama_70b,granite_8b",extra_trees_router,30,38.6,0.19593908629441623,0.9001692047377327,0.021175666332201002,0.7079666798456716,0.06813390174886916,1.6696627366903547,6.31552579055843,0.7275803722504229,0.8927697999810245
triple_gemini_llama_granite,"gemini_flash,llama_70b,granite_8b",knn_router,30,38.6,0.19593908629441623,0.877326565143824,0.024108987969081015,0.5939469169787127,0.07243379217672834,-9.732313550005538,8.668074913755596,0.8659898477157361,0.873575572360924
triple_gemini_llama_granite,"gemini_flash,llama_70b,granite_8b",linear_svm_router,30,38.6,0.19593908629441623,0.8810490693739425,0.02510557446795678,0.6127813463338284,0.06778328150811637,-7.848870614493977,7.898404384038152,0.8267343485617596,0.8697396943250549
triple_gemini_llama_granite,"gemini_flash,llama_70b,granite_8b",logistic_router,30,38.6,0.19593908629441623,0.8898477157360406,0.023889317139076133,0.655630421858319,0.07176004862043686,-3.563963062044912,6.973860072653073,0.7382402707275804,0.8810243492906904
triple_gemini_llama_granite,"gemini_flash,llama_70b,granite_8b",mlp_router,30,38.6,0.19593908629441623,0.8883248730964468,0.02316611693550247,0.6504092786234723,0.07369131927166597,-4.086077385529579,9.005733725724738,0.823181049069374,0.885605610091387
triple_gemini_llama_granite,"gemini_flash,llama_70b,granite_8b",oracle,30,38.6,0.19593908629441623,0.9565143824027073,0.01625477331131523,1.0,0.0,30.87299475212319,4.853716271085129,0.8165820642978004,
triple_gemini_llama_granite,"gemini_flash,llama_70b,granite_8b",random_forest_router,30,38.6,0.19593908629441623,0.9072758037225043,0.023125169281864057,0.7470142371327125,0.06534079058538263,5.574418465394449,8.0197513213362,0.7862944162436548,0.9069633911547924
triple_gemini_llama_granite,"gemini_flash,llama_70b,granite_8b",tfidf_linear_svm_router,30,38.6,0.19593908629441623,0.8796954314720812,0.02266790433048875,0.6053362327657292,0.06656111936239938,-8.59338197130389,8.004530738565295,0.8495769881556684,0.8768923749766611
triple_gemini_llama_granite,"gemini_flash,llama_70b,granite_8b",tfidf_logistic_router,30,38.6,0.19593908629441623,0.8910321489001692,0.023384982178202326,0.6612872193260768,0.07419865942350817,-2.99828331526913,7.279916884887676,0.7874788494077835,0.8806176033241354
triple_gemini_llama_granite,"gemini_flash,llama_70b,granite_8b",tfidf_mlp_router,30,38.6,0.19593908629441623,0.8818950930626058,0.024396580500445804,0.6172988983929163,0.07606491892840567,-7.3971154085851705,8.819877617988006,0.8570219966159053,0.8852202491005177
triple_qwen_llama_granite,"qwen_30b,llama_70b,granite_8b",always_llama_70b,8,36.75,0.1865482233502538,0.907994923857868,0.019834571278619095,0.6726850345667366,0.02694036078188984,0.0,0.0,0.0,
triple_qwen_llama_granite,"qwen_30b,llama_70b,granite_8b",always_qwen_30b,22,35.13636363636363,0.17835717581910474,0.9023996308260268,0.017718559462575095,0.694403692549237,0.04338042660525063,0.0,0.0,0.0,
