group,models,n_seeds,policy,accuracy_mean,accuracy_std,utility_mean,regret_mean,avg_cost_mean,route_acc_mean
triple_weak,"mistral_nemo,minimax_m3,ring_1t",30,tfidf_linear_svm_router,0.6702199661590524,0.028104606772930616,0.6702199661590524,0.15871404399323183,1.8274813874788495e-05,0.8120135363790185
triple_weak,"mistral_nemo,minimax_m3,ring_1t",30,tfidf_mlp_router,0.673434856175973,0.02945831879193138,0.673434856175973,0.15549915397631134,1.615208121827411e-05,0.8187817258883249
triple_weak_safety,"mistral_nemo,minimax_m3,granite_8b",30,always_mistral_nemo,0.6697123519458544,0.02796038887893675,0.6697123519458544,0.2546531302876481,7.023673434856175e-06,0.7453468697123519
triple_weak_safety,"mistral_nemo,minimax_m3,granite_8b",30,always_minimax_m3,0.606429780033841,0.02552848050381041,0.606429780033841,0.31793570219966155,0.0002066131878172589,0.1385786802030457
triple_weak_safety,"mistral_nemo,minimax_m3,granite_8b",30,always_granite_8b,0.8463620981387479,0.02522033466290163,0.8463620981387479,0.07800338409475466,1.5969788494077833e-05,0.11607445008460236
triple_weak_safety,"mistral_nemo,minimax_m3,granite_8b",30,random,0.7025380710659898,0.0360074350000354,0.7025380710659898,0.2218274111675127,7.647313536379019e-05,0.3252115059221658
triple_weak_safety,"mistral_nemo,minimax_m3,granite_8b",30,oracle,0.9243654822335026,0.017752739040203958,0.9243654822335026,0.0,3.513312351945855e-05,1.0
triple_weak_safety,"mistral_nemo,minimax_m3,granite_8b",30,logistic_router,0.7079526226734348,0.03179099451838382,0.7079526226734348,0.21641285956006767,5.700884263959391e-05,0.49627749576988156
triple_weak_safety,"mistral_nemo,minimax_m3,granite_8b",30,linear_svm_router,0.6849407783417936,0.0267919682236451,0.6849407783417936,0.23942470389170897,2.9197857868020302e-05,0.6485617597292724
triple_weak_safety,"mistral_nemo,minimax_m3,granite_8b",30,knn_router,0.6695431472081218,0.027718358301467964,0.6695431472081218,0.2548223350253807,8.6004179357022e-06,0.7375634517766497
triple_weak_safety,"mistral_nemo,minimax_m3,granite_8b",30,decision_tree_router,0.71082910321489,0.048257578266788566,0.71082910321489,0.21353637901861253,7.697939255499155e-05,0.4011844331641286
