cost_weight,policy,accuracy_mean,accuracy_std,avg_cost_mean,utility_mean,regret_mean,route_acc_mean,n_seeds
1.5,always_gemini_flash,0.8766497461928934,0.01675895839514637,0.33610041221406656,0.3724991278717936,0.5562552671204106,0.0,10
1.5,always_qwen_30b,0.8974619289340101,0.01654403595476185,0.044282710859242076,0.831037862645147,0.09771653234705718,0.29949238578680204,10
1.5,always_llama_70b,0.8964467005076141,0.01976149078938265,0.09533566256825737,0.7534432066552281,0.1753111883369761,0.03401015228426396,10
1.5,always_deepseek_v3,0.9050761421319796,0.013333934554886993,0.12467466948120831,0.7180641379101673,0.21069025708203698,0.01065989847715736,10
1.5,always_granite_8b,0.8421319796954314,0.015219023229623586,0.02809467574629257,0.7999899660759926,0.12876442891621162,0.6446700507614214,10
1.5,random,0.8878172588832488,0.017330067856608285,0.14072933857084885,0.6767232510269755,0.2520311439652288,0.15989847715736039,10
1.5,oracle,0.9786802030456853,0.010913377662671461,0.03328387203565403,0.9287543949922042,0.0,1.0,10
1.5,logistic_router,0.8771573604060914,0.016194228242308494,0.06146569083233068,0.7849588241575953,0.14379557083460887,0.3908629441624366,10
1.5,linear_svm_router,0.8563451776649746,0.014166792344456487,0.04681672350332121,0.7861200924099927,0.14263430258221144,0.49238578680203043,10
1.5,knn_router,0.8411167512690355,0.01709721567386684,0.02911643908273471,0.7974420926449335,0.1313123023472708,0.618781725888325,10
1.5,decision_tree_router,0.8903553299492385,0.023347801435750035,0.06766722844775416,0.7888544872776073,0.13989990771459695,0.32436548223350253,10
1.5,random_forest_router,0.8532994923857867,0.009705333603857863,0.04043683086408327,0.7926442460896619,0.13611014890254236,0.4812182741116751,10
1.5,extra_trees_router,0.8654822335025381,0.008375207222175678,0.05191299915990916,0.7876127347626742,0.1411416602295299,0.4370558375634518,10
1.5,mlp_router,0.8522842639593909,0.016656141729035137,0.03515529897978799,0.7995513154897089,0.12920307950249538,0.5441624365482234,10
1.5,tfidf_logistic_router,0.8593908629441624,0.016413731726264317,0.04350287873502253,0.7941365448416287,0.1346178501505756,0.4903553299492386,10
1.5,tfidf_linear_svm_router,0.8477157360406091,0.015322140673667353,0.0334447478303586,0.7975486142950713,0.131205780697133,0.5609137055837563,10
1.5,tfidf_mlp_router,0.8477157360406091,0.011223772556194249,0.03134776752977696,0.8006940847459436,0.1280603102462605,0.586294416243655,10
2.0,always_gemini_flash_lite,0.9345177664974619,0.015773294330181282,0.21450994404140653,0.5054978784146489,0.4066145805597284,0.01116751269035533,10
2.0,always_gemini_flash,0.8766497461928934,0.01675895839514637,0.33610041221406656,0.20444892176476032,0.7076635372096169,0.0,10
2.0,always_qwen_30b,0.8974619289340101,0.01654403595476185,0.044282710859242076,0.808896507215526,0.1032159517588512,0.29949238578680204,10
2.0,always_llama_70b,0.8964467005076141,0.01976149078938265,0.09533566256825737,0.7057753753710996,0.2063370836032778,0.03401015228426396,10
